,date_mutation,valeur_fonciere,surface_reelle_bati,type_local,longitude,latitude
33372,2020-03-05,165000,30,Appartement,3.057506,50.632945
33373,2020-02-28,143800,33,Appartement,3.06061,50.640551
33374,2020-03-11,181500,65,Appartement,3.053586,50.621458
33376,2020-03-13,210000,95,Appartement,3.086306,50.653744
33378,2020-03-17,255000,62,Appartement,3.049811,50.630683
33380,2020-03-13,175000,83,Maison,3.111145,50.625746
33381,2020-03-17,235000,71,Appartement,3.050149,50.62881
33383,2020-03-10,110000,27,Appartement,3.063967,50.637475
33384,2020-03-12,158500,42,Appartement,3.092793,50.632394
33385,2020-03-12,158500,42,Appartement,3.092793,50.632394
33386,2020-02-28,96000,22,Appartement,3.040435,50.62392
33387,2020-03-19,102000,27,Appartement,3.061582,50.622646
33388,2020-03-04,87000,35,Appartement,3.073496,50.619716
33390,2020-03-16,130000,45,Appartement,3.070079,50.611005
33392,2020-03-20,148000,45,Appartement,3.080827,50.627905
33394,2020-03-10,130000,25,Appartement,3.063967,50.637475
33395,2020-03-06,240000,32,Appartement,3.103015,50.622885
33397,2020-03-06,240000,41,Appartement,3.103015,50.622885
33398,2020-03-06,240000,31,Appartement,3.103015,50.622885
33399,2020-03-09,125000,26,Appartement,3.061908,50.648026
33401,2020-03-13,180750,85,Appartement,3.077806,50.628471
33402,2020-03-12,420000,79,Appartement,3.061554,50.641405
33403,2020-03-16,150000,90,Maison,3.07421,50.610261
33404,2020-03-13,189000,70,Maison,3.028567,50.631872
33405,2020-03-16,355000,91,Appartement,3.068119,50.629431
33406,2020-03-20,379000,40,Appartement,3.113801,50.625757
33408,2020-03-20,379000,40,Appartement,3.113801,50.625757
33409,2020-03-20,379000,35,Appartement,3.113801,50.625757
33410,2020-03-20,379000,35,Appartement,3.113801,50.625757
33412,2020-03-16,297000,70,Appartement,3.056041,50.629477
33417,2020-03-13,85000,40,Appartement,3.067462,50.619844
33418,2020-03-12,115000,32,Appartement,3.05997,50.644719
33419,2020-03-21,147000,53,Appartement,3.070363,50.623561
33420,2020-03-16,208000,49,Appartement,3.055515,50.647329
33424,2020-03-13,202000,64,Appartement,3.070553,50.623925
33425,2020-03-25,129000,37,Appartement,3.111294,50.626036
33428,2020-03-06,228000,46,Appartement,3.055515,50.647329
33431,2020-03-10,150000,46,Appartement,3.079278,50.638269
33432,2020-03-04,90000,23,Appartement,3.066529,50.625874
33433,2020-03-26,150000,47,Appartement,3.08275,50.644356
33435,2020-03-16,345000,30,Appartement,3.051437,50.62943
33436,2020-03-16,345000,30,Appartement,3.051437,50.62943
33437,2020-03-16,345000,30,Appartement,3.051437,50.62943
33438,2020-03-16,345000,25,Appartement,3.051437,50.62943
33439,2020-03-16,260000,52,Appartement,3.059378,50.643648
33442,2020-03-16,212861,59,Appartement,3.063867,50.628225
33443,2020-03-16,128000,70,Maison,3.051238,50.620388
33444,2020-03-05,150000,55,Appartement,3.062039,50.629028
33446,2020-03-09,157000,53,Appartement,3.092144,50.644033
33447,2020-03-10,182453,81,Appartement,3.018983,50.635795
33449,2020-02-28,210000,95,Maison,3.115441,50.63013
33450,2020-03-11,271000,46,Appartement,3.064592,50.624501
33452,2020-03-11,271000,44,Appartement,3.064592,50.624501
33454,2020-03-10,298300,64,Appartement,3.055515,50.647329
33455,2020-03-13,100000,36,Appartement,3.088463,50.652766
33457,2020-03-16,85000,56,Maison,3.087194,50.637389
33459,2020-02-27,166900,47,Appartement,3.054168,50.645702
33460,2020-03-16,264000,44,Appartement,3.059378,50.643648
33461,2020-03-16,80000,45,Maison,3.04271,50.621127
33464,2020-03-25,184000,59,Appartement,3.071809,50.621435
33466,2020-03-18,256984,55,Appartement,3.091195,50.633262
33467,2020-03-18,256984,55,Appartement,3.091195,50.633262
33468,2020-03-18,256984,55,Appartement,3.091195,50.633262
33469,2020-03-18,256984,69,Appartement,3.091195,50.633262
33471,2020-03-17,500000,47,Appartement,3.058596,50.638104
33474,2020-02-27,240000,67,Appartement,3.060231,50.613349
33476,2020-02-20,295000,98,Appartement,3.0852,50.652871
33479,2020-03-16,200000,85,Appartement,3.0435,50.627687
33481,2020-03-30,202500,60,Appartement,3.084446,50.651233
33484,2020-03-10,182000,56,Appartement,3.096446,50.634603
33486,2020-03-10,182000,21,Appartement,3.096446,50.634603
33487,2020-03-10,182000,47,Appartement,3.096446,50.634603
33491,2020-03-12,100000,76,Maison,3.094598,50.623093
33500,2020-02-26,202000,47,Appartement,3.053813,50.618723
33503,2020-03-06,473000,107,Appartement,3.048472,50.627548
33507,2020-03-16,215500,84,Appartement,3.088113,50.638645
33508,2020-03-13,490000,96,Maison,3.063429,50.635033
33510,2020-03-17,215000,66,Appartement,3.04335,50.625626
33511,2020-02-19,87000,38,Appartement,3.105723,50.627778
33513,2020-03-12,237000,71,Appartement,3.079278,50.638269
33517,2020-03-27,195200,43,Maison,3.093234,50.622843
33518,2020-04-03,50000,15,Appartement,3.055109,50.620358
33519,2020-03-20,315000,77,Appartement,3.056832,50.648182
33521,2020-03-09,156740,48,Appartement,3.081967,50.641792
33524,2020-03-10,215608,86,Appartement,3.073739,50.613124
33525,2020-03-27,974000,76,Appartement,3.058278,50.627854
33527,2020-03-27,974000,16,Appartement,3.058278,50.627854
33528,2020-03-27,974000,83,Appartement,3.058278,50.627854
33529,2020-03-27,974000,76,Appartement,3.058278,50.627854
33530,2020-03-27,974000,76,Appartement,3.058278,50.627854
33531,2020-03-27,974000,16,Appartement,3.058278,50.627854
33532,2020-02-10,70000,27,Appartement,3.087455,50.64954
33537,2020-03-06,90000,65,Appartement,3.025412,50.616998
33538,2020-03-11,450000,144,Maison,3.054631,50.624972
33539,2020-03-02,245000,48,Appartement,3.053012,50.635303
33561,2020-03-13,127000,23,Appartement,3.067464,50.637241
33563,2020-03-09,185000,102,Maison,3.047844,50.607164
33565,2020-03-17,267750,69,Appartement,3.061908,50.648026
33566,2020-03-12,121000,50,Appartement,3.085026,50.635084
33569,2020-03-06,94500,25,Appartement,3.061685,50.629904
33570,2020-03-06,110000,29,Appartement,3.062959,50.638718
33571,2020-03-05,385000,95,Appartement,3.050066,50.634958
33573,2020-04-07,762000,162,Appartement,3.035632,50.637719
33576,2020-03-11,306000,30,Appartement,3.094378,50.623604
33577,2020-03-11,306000,56,Appartement,3.094378,50.623604
33578,2020-03-11,306000,42,Appartement,3.094378,50.623604
33581,2020-03-11,306000,30,Appartement,3.094378,50.623604
33582,2020-03-11,306000,28,Appartement,3.094378,50.623604
33583,2020-03-20,175000,46,Maison,3.034325,50.62272
33584,2020-03-10,200000,51,Appartement,3.075292,50.637407
33585,2020-03-10,239194,58,Appartement,3.068243,50.636951
33587,2020-03-23,486500,80,Appartement,3.051097,50.632532
33591,2020-03-06,335000,109,Appartement,3.049379,50.623032
33594,2020-03-11,355000,88,Appartement,3.080417,50.64144
33599,2020-04-07,267200,77,Appartement,3.059516,50.644474
33600,2020-03-16,180000,60,Appartement,3.046523,50.611096
33601,2020-03-16,180000,45,Appartement,3.046523,50.611096
33602,2020-03-16,180000,14,Appartement,3.046523,50.611096
33603,2020-03-16,220000,101,Maison,3.098118,50.622976
33604,2020-03-13,92000,39,Appartement,3.095202,50.633879
33605,2020-04-10,350000,92,Appartement,3.061038,50.646285
33606,2020-04-03,462000,94,Appartement,3.035632,50.637719
33609,2020-04-03,220000,73,Appartement,3.06968,50.631386
33611,2020-04-06,268400,98,Appartement,3.0852,50.652871
33613,2020-04-15,140000,30,Appartement,3.058491,50.643716
33614,2020-03-16,475000,37,Appartement,3.065867,50.63602
33615,2020-03-16,475000,47,Appartement,3.065867,50.63602
33616,2020-03-16,475000,47,Appartement,3.065867,50.63602
33617,2020-03-19,120000,28,Appartement,3.062752,50.628115
33618,2020-03-26,185130,90,Appartement,3.018785,50.635311
33622,2020-03-13,254000,61,Appartement,3.115018,50.632611
33624,2020-04-07,317000,88,Appartement,3.054168,50.645702
33625,2020-03-10,151000,60,Maison,3.084766,50.629589
33626,2020-02-11,56000,36,Maison,3.053438,50.621766
33629,2020-03-16,400000,106,Appartement,3.080391,50.641086
33630,2020-04-02,17000,130,Appartement,3.08949,50.632175
33632,2020-04-15,175000,51,Appartement,3.057066,50.642725
33635,2020-04-20,252200,90,Appartement,3.024677,50.633477
33638,2020-04-17,116000,31,Appartement,3.034511,50.622012
33641,2020-04-17,175000,37,Appartement,3.055515,50.647329
33642,2020-03-18,280000,98,Maison,3.090401,50.637916
33643,2020-03-17,135000,35,Appartement,3.058985,50.639479
33644,2020-04-08,80000,37,Appartement,3.090808,50.63268
33647,2020-03-05,164000,44,Maison,3.093495,50.625036
33649,2020-03-05,164000,90,Maison,3.093445,50.625017
33653,2020-04-17,300000,32,Maison,3.068588,50.636973
33655,2020-04-20,142500,44,Appartement,3.035689,50.62891
33656,2020-04-09,240000,73,Appartement,3.06968,50.631386
33657,2020-04-09,173500,56,Maison,3.02763,50.634507
33662,2020-04-08,80000,25,Appartement,3.054817,50.623917
33663,2020-03-19,312500,60,Appartement,3.071468,50.622189
33667,2020-03-25,158000,27,Appartement,3.053019,50.646106
33668,2020-04-22,180500,98,Appartement,3.093537,50.62518
33675,2020-04-08,217500,49,Appartement,3.060246,50.636253
33680,2020-04-21,313250,71,Appartement,3.05562,50.636005
33683,2020-04-21,180000,43,Appartement,3.066733,50.632872
33685,2020-04-23,98000,50,Appartement,3.054886,50.619733
33687,2020-03-31,130000,25,Appartement,3.042856,50.622501
33688,2020-03-24,415000,58,Appartement,3.045638,50.627424
33690,2020-03-24,415000,38,Appartement,3.045638,50.627424
33691,2020-03-24,415000,44,Appartement,3.045638,50.627424
33692,2020-03-24,415000,45,Appartement,3.045638,50.627424
33693,2020-04-24,93000,45,Appartement,3.067462,50.619844
33694,2020-04-07,139080,28,Appartement,3.067464,50.637241
33695,2020-04-24,189200,50,Appartement,3.052639,50.62794
33700,2020-03-17,170000,52,Appartement,3.037122,50.626971
33701,2020-04-24,300000,68,Appartement,3.055515,50.647329
33703,2020-04-23,490000,130,Appartement,3.066646,50.62941
33704,2020-04-24,114000,38,Appartement,3.066365,50.62083
33706,2020-04-07,160000,70,Appartement,3.062207,50.621094
33708,2020-01-16,230000,101,Appartement,3.087117,50.634157
33709,2020-04-21,98000,34,Appartement,3.049048,50.620409
33710,2020-04-24,185000,76,Maison,3.065954,50.611813
33711,2020-04-24,69000,30,Appartement,3.090331,50.632496
33713,2020-04-23,285000,63,Appartement,3.059666,50.648226
33716,2020-04-15,346000,90,Appartement,3.054053,50.641116
33719,2020-04-23,122000,82,Maison,3.057264,50.614362
33720,2020-04-09,79800,34,Appartement,3.052414,50.626414
33723,2020-04-10,223650,101,Appartement,3.063279,50.612273
33726,2020-04-02,1200000,75,Appartement,3.061179,50.641908
33727,2020-04-29,125000,62,Appartement,3.048413,50.620377
33729,2020-04-09,230500,69,Appartement,3.048413,50.620377
33732,2020-04-29,130000,50,Appartement,3.066433,50.625965
33736,2020-04-30,99500,36,Appartement,3.085582,50.636522
33737,2020-04-28,101000,10,Appartement,3.04579,50.629699
33739,2020-04-23,376000,90,Appartement,3.064341,50.635815
33740,2020-04-30,80000,25,Maison,3.097173,50.650132
33741,2020-04-22,377000,76,Maison,3.060625,50.640951
33744,2020-03-18,245000,40,Appartement,3.059273,50.630548
33746,2020-04-30,148400,58,Appartement,3.099084,50.630827
33747,2020-04-29,136500,32,Appartement,3.043146,50.626155
33749,2020-05-04,284000,30,Appartement,3.083545,50.634876
33750,2020-05-04,284000,33,Appartement,3.083545,50.634876
33751,2020-05-04,284000,45,Appartement,3.083545,50.634876
33753,2020-05-05,212500,73,Appartement,3.044694,50.629911
33754,2020-04-30,310000,31,Appartement,3.054938,50.620489
33755,2020-04-30,310000,41,Appartement,3.054938,50.620489
33757,2020-04-30,310000,31,Appartement,3.054938,50.620489
33758,2020-04-30,310000,31,Appartement,3.054938,50.620489
33769,2020-03-10,159000,46,Appartement,3.084658,50.643965
33771,2020-04-16,125000,31,Appartement,3.06729,50.633127
33772,2020-05-06,922000,202,Appartement,3.051926,50.636845
33775,2020-04-30,222000,53,Appartement,3.050722,50.631038
33777,2020-05-05,129000,48,Appartement,3.042913,50.62351
33779,2020-05-07,192000,68,Maison,3.092144,50.644033
33780,2020-04-30,233000,47,Appartement,3.059021,50.639003
33784,2020-05-04,129000,73,Appartement,3.091592,50.625011
33785,2020-04-30,127000,25,Appartement,3.042856,50.622501
33788,2020-05-07,280250,76,Appartement,3.052528,50.6244
33789,2020-05-11,146300,95,Maison,3.095097,50.621932
33835,2020-05-07,700000,250,Maison,3.065102,50.629614
33836,2020-05-07,149000,43,Appartement,3.066733,50.632872
33838,2020-04-23,380000,108,Appartement,3.058985,50.639479
33840,2020-05-12,98000,32,Maison,3.093784,50.646163
33842,2020-05-07,233000,89,Appartement,3.087943,50.64909
33843,2020-05-12,217920,92,Appartement,3.031688,50.62655
33845,2020-04-30,218200,48,Appartement,3.057285,50.637239
33847,2020-05-07,132000,27,Appartement,3.05426,50.630913
33849,2020-04-21,235000,72,Appartement,3.058255,50.627485
33850,2020-04-20,232000,65,Appartement,3.089418,50.633149
33852,2020-04-20,232000,40,Appartement,3.089418,50.633149
33855,2020-05-05,315000,75,Appartement,3.05649,50.648933
33856,2020-04-22,110000,34,Appartement,3.084937,50.638551
33858,2020-05-13,120750,27,Appartement,3.075292,50.637407
33859,2020-04-06,234400,40,Appartement,3.058234,50.639037
33860,2020-04-30,372500,90,Maison,3.05066,50.630792
33861,2020-05-06,265000,60,Appartement,3.057897,50.629882
33862,2020-04-17,75000,44,Appartement,3.062611,50.645065
33876,2020-05-15,181000,47,Appartement,3.04898,50.623737
33877,2020-05-07,60000,19,Appartement,3.069163,50.63901
33878,2020-05-15,150000,30,Appartement,3.054749,50.641012
33879,2020-05-04,141000,99,Maison,3.09967,50.633384
33880,2020-05-13,220000,14,Appartement,3.049255,50.629307
33881,2020-05-13,220000,14,Appartement,3.049255,50.629307
33882,2020-05-13,220000,14,Appartement,3.049255,50.629307
33883,2020-05-13,220000,14,Appartement,3.049255,50.629307
33884,2020-05-13,220000,14,Appartement,3.049255,50.629307
33885,2020-05-13,220000,10,Appartement,3.049255,50.629307
33886,2020-05-12,262500,46,Maison,3.085006,50.638553
33887,2020-05-07,74000,19,Appartement,3.055111,50.632015
33888,2020-05-15,300700,181,Maison,3.064643,50.612011
33889,2020-05-13,205000,30,Appartement,3.094879,50.631892
33890,2020-05-13,205000,38,Appartement,3.094879,50.631892
33891,2020-05-13,205000,30,Appartement,3.094879,50.631892
33892,2020-05-15,232100,110,Maison,3.097482,50.620921
33893,2020-04-29,140000,48,Appartement,3.031688,50.62655
33896,2020-05-15,130500,35,Appartement,3.083608,50.638995
33898,2020-05-14,562000,171,Appartement,3.034853,50.634469
33901,2020-04-28,230000,103,Maison,3.08627,50.620855
33903,2020-04-30,129500,50,Appartement,3.041468,50.626369
33904,2020-05-07,208000,34,Appartement,3.089732,50.627043
33905,2020-05-07,208000,25,Appartement,3.089732,50.627043
33906,2020-05-07,208000,25,Appartement,3.089732,50.627043
33907,2020-05-07,208000,26,Appartement,3.089732,50.627043
33913,2020-05-15,273500,66,Appartement,3.06079,50.646301
33915,2020-05-05,90000,17,Appartement,3.054394,50.634064
33916,2020-05-15,162080,45,Appartement,3.067178,50.628156
33917,2020-05-11,165500,64,Appartement,3.057624,50.625096
33918,2020-05-14,216000,52,Appartement,3.055398,50.624523
33926,2020-04-27,98130,22,Appartement,3.075292,50.637407
33927,2020-03-27,84000,17,Appartement,3.058892,50.646322
33929,2020-02-28,129200,42,Appartement,3.0852,50.652871
33931,2020-04-22,182000,40,Appartement,3.055515,50.647329
33932,2020-05-11,182000,70,Appartement,3.052858,50.647077
33934,2020-04-24,230000,65,Appartement,3.075292,50.637407
33935,2020-05-14,250000,55,Appartement,3.059378,50.643648
33936,2020-05-15,92000,46,Appartement,3.097949,50.62984
33938,2020-02-24,221000,99,Appartement,3.0852,50.652871
33939,2020-05-13,142000,20,Appartement,3.04475,50.621677
33940,2020-05-13,142000,20,Appartement,3.04475,50.621677
33941,2020-05-13,68000,15,Appartement,3.059981,50.640927
33943,2020-04-28,94800,32,Maison,3.070601,50.621012
33944,2020-05-14,139000,36,Appartement,3.04862,50.625386
33946,2020-04-29,104000,31,Appartement,3.069551,50.628801
33947,2020-05-14,176000,66,Appartement,3.069967,50.62038
33948,2020-04-29,330000,189,Appartement,3.030921,50.63427
33949,2020-05-14,45000,67,Maison,3.02971,50.635049
33993,2020-05-15,155500,75,Appartement,3.071537,50.622685
33995,2020-05-15,211152,82,Appartement,3.080372,50.621588
33996,2020-04-14,220700,55,Appartement,3.056456,50.644478
33997,2020-05-13,165000,89,Appartement,3.073496,50.619716
34000,2020-05-18,258000,60,Appartement,3.061763,50.628724
34001,2020-05-13,178500,43,Appartement,3.053731,50.623716
34004,2020-05-18,155000,51,Appartement,3.092144,50.644033
34006,2020-05-12,191500,44,Appartement,3.055989,50.631781
34009,2020-04-30,150000,42,Appartement,3.073537,50.620595
34012,2020-04-30,165000,48,Appartement,3.036102,50.621024
34013,2020-05-14,800000,35,Appartement,3.059645,50.638196
34015,2020-04-30,120000,40,Appartement,3.069117,50.621073
34016,2020-05-15,185000,68,Maison,3.095317,50.622965
34017,2020-05-19,229000,98,Maison,3.094618,50.645792
34019,2020-05-15,95000,62,Maison,3.075329,50.611957
34021,2020-05-15,229300,74,Appartement,3.085727,50.643023
34022,2020-05-05,159000,37,Appartement,3.055032,50.64621
34023,2020-05-20,79300,27,Appartement,3.070255,50.622789
34025,2020-05-22,101500,19,Appartement,3.056904,50.633122
34026,2020-05-20,249900,37,Appartement,3.097539,50.622911
34027,2020-05-20,249900,27,Appartement,3.097539,50.622911
34028,2020-05-20,249900,31,Appartement,3.097539,50.622911
34029,2020-05-13,215000,45,Appartement,3.062039,50.629028
34031,2020-05-14,162000,70,Appartement,3.029418,50.633208
34032,2020-05-14,174000,61,Appartement,3.084658,50.643965
34035,2020-05-18,400000,93,Appartement,3.048333,50.630554
34036,2020-04-21,150000,42,Appartement,3.04543,50.630351
34037,2020-05-14,177500,65,Appartement,3.092144,50.644033
34040,2020-05-05,183000,43,Appartement,3.084818,50.648284
34041,2020-05-18,175000,85,Maison,3.027272,50.629688
34042,2020-05-14,120000,35,Appartement,3.063014,50.618744
34056,2020-05-20,365000,18,Appartement,3.086519,50.632292
