,rowid,date_mutation,longitude,latitude
15150,32821,2020-02-21,3.040732,50.632971
15151,32822,2020-02-21,3.040732,50.632971
15152,32823,2020-02-21,3.040732,50.632971
15153,32824,2020-02-21,3.040732,50.632971
15154,32825,2020-02-13,3.047896,50.63225
15155,32828,2020-01-30,3.08529,50.64471
15156,32834,2020-02-26,3.088772,50.633824
15157,32835,2020-02-27,3.03158,50.622774
15158,32836,2020-02-17,3.095083,50.632143
15159,32837,2020-02-18,3.060061,50.620912
15160,32839,2020-02-14,3.057632,50.61189
15161,32841,2020-02-27,3.057828,50.647254
15162,32843,2020-02-25,3.030836,50.622647
15163,32844,2020-02-13,3.0524,50.63735
15164,32851,2020-02-25,3.086995,50.637882
15165,32852,2020-03-02,3.050109,50.626799
15166,32853,2020-02-24,3.057639,50.629977
15167,32856,2020-02-28,3.04049,50.626754
15168,32858,2020-02-28,3.04049,50.626754
15169,32863,2020-02-07,,
15170,32864,2020-02-07,,
15171,32865,2020-02-07,,
15172,32866,2020-02-07,,
15173,32867,2020-02-07,,
15174,32868,2020-02-07,,
15175,32869,2020-01-13,3.068539,50.618561
15176,32871,2020-02-19,3.050536,50.625418
15177,32874,2020-02-07,3.091317,50.643323
15178,32875,2020-02-07,3.091317,50.643323
15179,32876,2020-02-07,3.091317,50.643323
15180,32877,2020-02-07,3.091317,50.643323
15181,32878,2020-02-07,3.091317,50.643323
15182,32879,2020-02-07,3.091317,50.643323
15183,32880,2020-02-07,3.091317,50.643323
15184,32881,2020-02-07,3.091317,50.643323
15185,32882,2020-02-07,3.091317,50.643323
15186,32883,2020-02-07,3.091317,50.643323
15187,32884,2020-02-07,3.091317,50.643323
15188,32885,2020-02-07,3.091317,50.643323
15189,32886,2020-02-07,3.091317,50.643323
15190,32887,2020-02-04,3.056691,50.623696
15191,32888,2020-02-04,3.056691,50.623696
15192,32890,2020-02-07,3.061548,50.624055
15193,32892,2020-02-06,3.055024,50.646818
15194,32898,2020-02-07,3.049355,50.629546
15195,32899,2020-02-07,3.057428,50.626785
15196,32901,2020-02-05,3.034511,50.622012
15197,32902,2020-02-10,3.058188,50.638531
15198,32905,2020-02-13,3.084937,50.638551
15199,32909,2020-02-17,3.029352,50.634624
15200,32911,2020-02-21,3.032087,50.635547
15201,32913,2020-03-04,3.042944,50.633955
15202,32914,2020-03-04,3.042944,50.633955
15203,32915,2020-03-04,3.042944,50.633955
15204,32916,2020-03-04,3.042944,50.633955
15205,32917,2020-02-27,3.059048,50.618154
15206,32919,2020-02-27,3.092144,50.644033
15207,32921,2020-02-19,3.067571,50.623347
15208,32923,2020-02-14,3.057687,50.626159
15209,32925,2020-02-25,3.03625,50.624107
15210,32926,2020-02-28,3.058637,50.624723
15211,32927,2020-03-04,3.071482,50.632898
15212,32929,2020-02-07,3.0435,50.627687
15213,32930,2020-02-25,3.055099,50.624299
15214,32931,2020-02-25,3.055099,50.624299
15215,32932,2020-02-25,3.055099,50.624299
15216,32935,2020-02-27,3.02345,50.63739
15217,32936,2020-02-27,3.02345,50.63739
15218,32937,2020-02-19,3.029629,50.617209
15219,32938,2020-02-13,3.046193,50.635354
15220,32940,2020-02-10,3.068539,50.618561
15221,32941,2020-02-10,3.068539,50.618561
15222,32942,2020-02-18,3.091819,50.636541
15223,32944,2020-02-27,3.066172,50.625532
15224,32945,2020-02-28,3.057903,50.634223
15225,32946,2020-02-24,3.071434,50.622953
15226,32948,2020-02-21,3.075904,50.623772
15227,32950,2020-02-14,3.096686,50.630184
15228,32951,2020-03-04,3.063546,50.638665
15229,32952,2020-02-25,3.065301,50.641084
15230,32953,2020-02-11,3.061862,50.633269
15231,32954,2020-02-17,3.058862,50.624362
15232,32956,2020-02-25,3.059671,50.638346
15233,32958,2020-02-19,3.084853,50.63791
15234,32959,2020-02-14,3.059815,50.622728
15235,32960,2020-02-21,3.065541,50.635179
15236,32962,2020-02-21,3.065541,50.635179
15237,32963,2020-02-21,3.065541,50.635179
15238,32964,2020-02-21,3.065541,50.635179
15239,32965,2020-02-21,3.065541,50.635179
15240,32973,2020-02-28,3.092591,50.622307
15241,32974,2020-02-28,3.092591,50.622307
15242,32975,2020-02-28,3.092591,50.622307
15243,32976,2020-02-28,3.092591,50.622307
15244,32977,2020-02-28,3.105723,50.627778
15245,32984,2020-02-25,3.045252,50.629871
15246,32989,2020-02-05,3.060618,50.623402
15247,32990,2020-02-20,3.055173,50.632041
15248,32993,2020-02-28,3.05716,50.647862
15249,32996,2020-02-28,3.063256,50.633404
15250,32998,2020-03-06,3.066354,50.642687
15251,32999,2020-03-06,3.063873,50.626248
15252,33001,2020-03-02,3.047701,50.626735
15253,33004,2020-03-02,3.088009,50.653388
15254,33006,2020-02-18,3.056296,50.622098
15255,33007,2020-02-11,3.0852,50.652871
15256,33009,2020-02-21,3.070553,50.623925
15257,33011,2020-02-17,3.062869,50.632544
15258,33013,2020-02-19,3.041664,50.631263
15259,33014,2020-02-17,3.066047,50.643533
15260,33016,2020-03-04,3.055409,50.636024
15261,33018,2020-02-20,3.105723,50.627778
15262,33020,2020-02-26,3.059666,50.648226
15263,33024,2020-03-02,3.088884,50.627366
15264,33026,2020-03-02,3.087293,50.654454
15265,33030,2020-03-04,3.05716,50.647862
15266,33031,2020-03-03,3.042885,50.620786
15267,33032,2020-03-06,3.06549,50.612929
15268,33033,2020-03-05,3.05619,50.637542
15269,33034,2020-02-12,3.053746,50.622459
15270,33036,2020-02-25,3.092144,50.644033
15271,33038,2020-02-27,3.048629,50.627143
15272,33040,2020-02-26,3.03701,50.627252
15273,33044,2020-03-06,3.055381,50.642642
15274,33045,2020-03-09,3.112704,50.631569
15275,33047,2020-02-25,3.092144,50.644033
15276,33048,2020-03-10,3.035062,50.629497
15277,33049,2020-03-04,3.072695,50.618475
15278,33051,2020-02-25,3.098002,50.631754
15279,33054,2020-03-04,3.066658,50.627137
15280,33058,2020-02-26,3.090331,50.632496
15281,33062,2020-03-04,3.053723,50.624729
15282,33064,2020-03-09,3.086491,50.646445
15283,33066,2020-03-10,3.059587,50.643955
15284,33067,2020-03-03,3.061581,50.619392
15285,33070,2020-03-04,3.046517,50.625689
15286,33072,2020-03-03,3.053378,50.631756
15287,33077,2020-03-03,3.05406,50.640008
15288,33078,2020-03-03,3.05406,50.640008
15289,33079,2020-03-03,3.05406,50.640008
15290,33080,2020-03-09,3.061534,50.638287
15291,33082,2020-03-06,3.022492,50.629512
15292,33083,2020-02-20,3.083515,50.642035
15293,33085,2020-02-26,3.027077,50.635941
15294,33086,2020-03-06,3.064157,50.627271
15295,33092,2020-02-28,3.033983,50.629022
15296,33094,2020-02-20,3.086943,50.646122
15297,33095,2020-02-14,3.05433,50.634975
15298,33097,2020-02-28,3.05901,50.621122
15299,33098,2020-02-28,3.05901,50.621122
15300,33099,2020-02-28,3.05901,50.621122
15301,33100,2020-02-13,3.0852,50.652871
15302,33102,2020-02-27,3.057117,50.646199
15303,33105,2020-03-05,3.071433,50.641408
15304,33106,2020-03-11,3.064388,50.623409
15305,33107,2020-03-09,3.052,50.635898
15306,33108,2020-03-11,3.065049,50.643616
15307,33109,2020-02-17,3.06729,50.633127
15308,33111,2020-02-21,3.05529,50.624291
15309,33112,2020-02-21,3.0852,50.652871
15310,33114,2020-02-21,,
15311,33115,2020-02-21,,
15312,33116,2020-02-21,,
15313,33117,2020-02-21,,
15314,33118,2020-02-21,,
15315,33119,2020-02-21,,
15316,33120,2020-02-21,,
15317,33121,2020-02-21,,
15318,33122,2020-02-21,,
15319,33123,2020-02-21,,
15320,33124,2020-02-21,,
15321,33125,2020-02-21,,
15322,33127,2020-02-24,3.065527,50.629422
15323,33129,2020-03-09,3.06968,50.631386
15324,33130,2020-02-28,3.0852,50.652871
15325,33134,2020-03-04,3.062611,50.645065
15326,33135,2020-02-14,3.057066,50.642725
15327,33136,2020-03-05,3.059766,50.639223
15328,33137,2020-03-05,3.059766,50.639223
15329,33138,2020-03-05,3.059766,50.639223
15330,33139,2020-03-05,3.059766,50.639223
15331,33141,2020-02-15,3.060427,50.647121
15332,33143,2020-03-06,3.071039,50.621683
15333,33146,2020-03-12,3.105723,50.627778
15334,33149,2020-03-06,3.053378,50.631756
15335,33151,2020-03-10,3.06549,50.612929
15336,33153,2020-03-02,3.068733,50.63244
15337,33154,2020-02-14,3.04862,50.625386
15338,33164,2020-03-06,3.080827,50.627905
15339,33165,2020-02-26,3.091819,50.636541
15340,33178,2020-03-10,3.084446,50.651233
15341,33179,2020-03-10,3.055173,50.632041
15342,33180,2020-02-20,3.059273,50.630548
15343,33183,2020-03-09,3.060732,50.64377
15344,33184,2020-03-09,3.060732,50.64377
15345,33185,2020-03-09,3.063347,50.62705
15346,33186,2020-03-09,3.066933,50.610221
15347,33194,2020-03-05,3.05622,50.635243
15348,33195,2020-03-11,3.060697,50.626961
15349,33196,2020-03-04,3.045651,50.625638
15350,33197,2020-03-04,3.045651,50.625638
15351,33198,2020-03-04,3.045651,50.625638
15352,33199,2020-03-04,3.045651,50.625638
15353,33202,2020-02-20,3.064197,50.619385
15354,33203,2020-03-10,3.053378,50.631756
15355,33206,2020-03-10,3.058992,50.630865
15356,33209,2020-02-25,3.055903,50.624024
15357,33213,2020-03-11,3.032087,50.635547
15358,33219,2020-03-06,3.083866,50.636266
15359,33222,2020-03-05,3.038585,50.624888
15360,33224,2020-03-05,3.038585,50.624888
15361,33225,2020-03-05,3.038585,50.624888
15362,33227,2020-03-14,3.059962,50.630876
15363,33229,2020-02-17,3.083608,50.638995
15364,33230,2020-03-12,3.054817,50.623917
15365,33231,2020-03-12,3.085874,50.636782
15366,33232,2020-03-12,3.085874,50.636782
15367,33233,2020-03-12,3.085874,50.636782
15368,33234,2020-03-12,3.085874,50.636782
15369,33235,2020-03-12,3.085874,50.636782
15370,33236,2020-03-12,3.085874,50.636782
15371,33239,2020-03-04,3.056607,50.628526
15372,33240,2020-03-04,3.069954,50.639753
15373,33242,2020-03-04,3.092144,50.644033
15374,33243,2020-02-27,3.058188,50.638531
15375,33246,2020-03-13,3.043254,50.623328
15376,33248,2020-03-13,3.058562,50.645227
15377,33249,2020-03-10,3.066335,50.635665
15378,33250,2020-03-03,3.087943,50.64909
15379,33252,2020-02-18,3.054335,50.644444
15380,33253,2020-02-28,3.062752,50.628115
15381,33257,2020-03-04,3.066626,50.636748
15382,33258,2020-02-28,3.035202,50.621718
15383,33259,2020-02-25,3.058985,50.639479
15384,33261,2020-03-09,3.055515,50.647329
15385,33265,2020-03-09,3.06263,50.625342
15386,33267,2020-03-10,3.057066,50.642725
15387,33269,2020-03-03,3.071537,50.622685
15388,33273,2020-03-03,3.05146,50.632754
15389,33275,2020-03-05,3.063841,50.62944
15390,33276,2020-03-12,3.10492,50.628297
15391,33277,2020-02-27,3.054361,50.624088
15392,33278,2020-02-26,3.057617,50.620094
15393,33282,2020-02-21,3.060629,50.643477
15394,33284,2020-03-03,3.05938,50.629711
15395,33285,2020-03-04,3.063214,50.619404
15396,33286,2020-03-10,3.053242,50.632347
15397,33288,2020-03-03,3.09357,50.623665
15398,33290,2020-02-18,3.065792,50.625056
15399,33292,2020-03-13,3.080861,50.625087
15400,33295,2020-03-11,3.061596,50.638689
15401,33297,2020-03-17,3.059402,50.647499
15402,33299,2020-03-11,3.064612,50.633579
15403,33300,2020-03-03,3.059402,50.647499
15404,33303,2020-03-03,3.063835,50.632242
15405,33305,2020-03-10,3.033295,50.623816
15406,33307,2020-03-12,3.059378,50.643648
15407,33309,2020-02-19,3.057066,50.642725
15408,33310,2020-02-28,3.077826,50.640187
15409,33312,2020-03-16,3.055813,50.620654
15410,33313,2020-03-16,3.055813,50.620654
15411,33314,2020-03-16,3.055813,50.620654
15412,33315,2020-03-11,3.041846,50.625322
15413,33316,2020-03-09,3.039129,50.623623
15414,33319,2020-03-17,3.09113,50.641682
15415,33321,2020-03-13,3.092144,50.644033
15416,33322,2020-03-06,3.063114,50.622139
15417,33323,2020-02-21,3.068571,50.63287
15418,33324,2020-02-21,3.068571,50.63287
15419,33325,2020-02-21,3.068571,50.63287
15420,33328,2020-02-21,3.063122,50.632876
15421,33329,2020-02-28,3.092144,50.644033
15422,33331,2020-03-03,3.055279,50.632707
15423,33332,2020-03-11,3.057572,50.646654
15424,33333,2020-03-11,3.057572,50.646654
15425,33334,2020-03-11,3.057572,50.646654
15426,33335,2020-03-11,3.057572,50.646654
15427,33336,2020-03-11,3.057572,50.646654
15428,33339,2020-03-13,3.07524,50.621223
15429,33342,2020-02-21,3.035047,50.628771
15430,33343,2020-03-05,3.08751,50.644322
15431,33344,2020-03-05,3.08751,50.644322
15432,33345,2020-03-05,3.08751,50.644322
15433,33349,2020-02-18,3.069967,50.62038
15434,33352,2020-03-13,3.059671,50.638346
15435,33354,2020-03-06,3.041694,50.632487
15436,33358,2020-03-16,3.088294,50.644866
15437,33359,2020-03-10,3.063967,50.637475
15438,33360,2020-03-16,3.062752,50.628115
15439,33363,2020-03-13,3.049811,50.630683
15440,33364,2020-03-13,3.088463,50.652766
15441,33372,2020-02-28,3.05426,50.630913
15442,33373,2020-03-05,3.057506,50.632945
15443,33374,2020-02-28,3.06061,50.640551
15444,33375,2020-03-11,3.053586,50.621458
15445,33377,2020-03-13,3.086306,50.653744
15446,33379,2020-03-17,3.049811,50.630683
15447,33382,2020-03-17,3.050149,50.62881
15448,33384,2020-03-10,3.063967,50.637475
15449,33385,2020-03-12,3.092793,50.632394
15450,33386,2020-03-12,3.092793,50.632394
15451,33387,2020-02-28,3.040435,50.62392
15452,33388,2020-03-19,3.061582,50.622646
15453,33389,2020-03-04,3.073496,50.619716
15454,33391,2020-03-16,3.070079,50.611005
15455,33393,2020-03-20,3.080827,50.627905
15456,33395,2020-03-10,3.063967,50.637475
15457,33396,2020-03-06,3.103015,50.622885
15458,33398,2020-03-06,3.103015,50.622885
15459,33399,2020-03-06,3.103015,50.622885
15460,33400,2020-03-09,3.061908,50.648026
15461,33402,2020-03-13,3.077806,50.628471
15462,33403,2020-03-12,3.061554,50.641405
15463,33406,2020-03-16,3.068119,50.629431
15464,33407,2020-03-20,3.113801,50.625757
15465,33409,2020-03-20,3.113801,50.625757
15466,33410,2020-03-20,3.113801,50.625757
15467,33411,2020-03-20,3.113801,50.625757
15468,33413,2020-03-16,3.056041,50.629477
15469,33418,2020-03-13,3.067462,50.619844
15470,33419,2020-03-12,3.05997,50.644719
15471,33420,2020-03-21,3.070363,50.623561
15472,33421,2020-03-16,3.055515,50.647329
15473,33425,2020-03-13,3.070553,50.623925
15474,33426,2020-03-25,3.111294,50.626036
15475,33429,2020-03-06,3.055515,50.647329
15476,33432,2020-03-10,3.079278,50.638269
15477,33433,2020-03-04,3.066529,50.625874
15478,33434,2020-03-26,3.08275,50.644356
15479,33436,2020-03-16,3.051437,50.62943
15480,33437,2020-03-16,3.051437,50.62943
15481,33438,2020-03-16,3.051437,50.62943
15482,33439,2020-03-16,3.051437,50.62943
15483,33440,2020-03-16,3.059378,50.643648
15484,33443,2020-03-16,3.063867,50.628225
15485,33445,2020-03-05,3.062039,50.629028
15486,33447,2020-03-09,3.092144,50.644033
15487,33448,2020-03-10,3.018983,50.635795
15488,33451,2020-03-11,3.064592,50.624501
15489,33453,2020-03-11,3.064592,50.624501
15490,33455,2020-03-10,3.055515,50.647329
15491,33456,2020-03-13,3.088463,50.652766
15492,33460,2020-02-27,3.054168,50.645702
15493,33461,2020-03-16,3.059378,50.643648
15494,33465,2020-03-25,3.071809,50.621435
15495,33467,2020-03-18,3.091195,50.633262
15496,33468,2020-03-18,3.091195,50.633262
15497,33469,2020-03-18,3.091195,50.633262
15498,33470,2020-03-18,3.091195,50.633262
15499,33472,2020-03-17,3.058596,50.638104
15500,33475,2020-02-27,3.060231,50.613349
15501,33477,2020-02-20,3.0852,50.652871
15502,33480,2020-03-16,3.0435,50.627687
15503,33482,2020-03-30,3.084446,50.651233
15504,33485,2020-03-10,3.096446,50.634603
15505,33487,2020-03-10,3.096446,50.634603
15506,33488,2020-03-10,3.096446,50.634603
15507,33501,2020-02-26,3.053813,50.618723
15508,33504,2020-03-06,3.048472,50.627548
15509,33508,2020-03-16,3.088113,50.638645
15510,33511,2020-03-17,3.04335,50.625626
15511,33512,2020-02-19,3.105723,50.627778
15512,33514,2020-03-12,3.079278,50.638269
15513,33519,2020-04-03,3.055109,50.620358
15514,33520,2020-03-20,3.056832,50.648182
15515,33522,2020-03-09,3.081967,50.641792
15516,33525,2020-03-10,3.073739,50.613124
15517,33526,2020-03-27,3.058278,50.627854
15518,33528,2020-03-27,3.058278,50.627854
15519,33529,2020-03-27,3.058278,50.627854
15520,33530,2020-03-27,3.058278,50.627854
15521,33531,2020-03-27,3.058278,50.627854
15522,33532,2020-03-27,3.058278,50.627854
15523,33533,2020-02-10,3.087455,50.64954
15524,33538,2020-03-06,3.025412,50.616998
15525,33540,2020-03-02,3.053012,50.635303
15526,33562,2020-03-13,3.067464,50.637241
15527,33566,2020-03-17,3.061908,50.648026
15528,33567,2020-03-12,3.085026,50.635084
15529,33570,2020-03-06,3.061685,50.629904
15530,33571,2020-03-06,3.062959,50.638718
15531,33572,2020-03-05,3.050066,50.634958
15532,33574,2020-04-07,3.035632,50.637719
15533,33577,2020-03-11,3.094378,50.623604
15534,33578,2020-03-11,3.094378,50.623604
15535,33579,2020-03-11,3.094378,50.623604
15536,33582,2020-03-11,3.094378,50.623604
15537,33583,2020-03-11,3.094378,50.623604
15538,33585,2020-03-10,3.075292,50.637407
15539,33586,2020-03-10,3.068243,50.636951
15540,33588,2020-03-23,3.051097,50.632532
15541,33592,2020-03-06,3.049379,50.623032
15542,33595,2020-03-11,3.080417,50.64144
15543,33600,2020-04-07,3.059516,50.644474
15544,33601,2020-03-16,3.046523,50.611096
15545,33602,2020-03-16,3.046523,50.611096
15546,33603,2020-03-16,3.046523,50.611096
15547,33605,2020-03-13,3.095202,50.633879
15548,33606,2020-04-10,3.061038,50.646285
15549,33607,2020-04-03,3.035632,50.637719
15550,33610,2020-04-03,3.06968,50.631386
15551,33612,2020-04-06,3.0852,50.652871
15552,33614,2020-04-15,3.058491,50.643716
15553,33615,2020-03-16,3.065867,50.63602
15554,33616,2020-03-16,3.065867,50.63602
15555,33617,2020-03-16,3.065867,50.63602
15556,33618,2020-03-19,3.062752,50.628115
15557,33619,2020-03-26,3.018785,50.635311
15558,33623,2020-03-13,3.115018,50.632611
15559,33625,2020-04-07,3.054168,50.645702
15560,33630,2020-03-16,3.080391,50.641086
15561,33631,2020-04-02,3.08949,50.632175
15562,33633,2020-04-15,3.057066,50.642725
15563,33636,2020-04-20,3.024677,50.633477
15564,33639,2020-04-17,3.034511,50.622012
15565,33642,2020-04-17,3.055515,50.647329
15566,33644,2020-03-17,3.058985,50.639479
15567,33645,2020-04-08,3.090808,50.63268
15568,33656,2020-04-20,3.035689,50.62891
15569,33657,2020-04-09,3.06968,50.631386
15570,33659,2020-04-17,,
15571,33660,2020-04-17,,
15572,33661,2020-04-17,,
15573,33662,2020-04-17,,
15574,33663,2020-04-08,3.054817,50.623917
15575,33664,2020-03-19,3.071468,50.622189
15576,33668,2020-03-25,3.053019,50.646106
15577,33669,2020-04-22,3.093537,50.62518
15578,33676,2020-04-08,3.060246,50.636253
15579,33681,2020-04-21,3.05562,50.636005
15580,33684,2020-04-21,3.066733,50.632872
15581,33686,2020-04-23,3.054886,50.619733
15582,33688,2020-03-31,3.042856,50.622501
15583,33689,2020-03-24,3.045638,50.627424
15584,33691,2020-03-24,3.045638,50.627424
15585,33692,2020-03-24,3.045638,50.627424
15586,33693,2020-03-24,3.045638,50.627424
15587,33694,2020-04-24,3.067462,50.619844
15588,33695,2020-04-07,3.067464,50.637241
15589,33696,2020-04-24,3.052639,50.62794
15590,33701,2020-03-17,3.037122,50.626971
15591,33702,2020-04-24,3.055515,50.647329
15592,33704,2020-04-23,3.066646,50.62941
15593,33705,2020-04-24,3.066365,50.62083
15594,33707,2020-04-07,3.062207,50.621094
15595,33709,2020-01-16,3.087117,50.634157
15596,33710,2020-04-21,3.049048,50.620409
15597,33712,2020-04-24,3.090331,50.632496
15598,33714,2020-04-23,3.059666,50.648226
15599,33717,2020-04-15,3.054053,50.641116
15600,33721,2020-04-09,3.052414,50.626414
15601,33724,2020-04-10,3.063279,50.612273
15602,33727,2020-04-02,3.061179,50.641908
15603,33728,2020-04-29,3.048413,50.620377
15604,33730,2020-04-09,3.048413,50.620377
15605,33733,2020-04-29,3.066433,50.625965
15606,33737,2020-04-30,3.085582,50.636522
15607,33738,2020-04-28,3.04579,50.629699
15608,33740,2020-04-23,3.064341,50.635815
15609,33745,2020-03-18,3.059273,50.630548
15610,33747,2020-04-30,3.099084,50.630827
15611,33748,2020-04-29,3.043146,50.626155
15612,33750,2020-05-04,3.083545,50.634876
15613,33751,2020-05-04,3.083545,50.634876
15614,33752,2020-05-04,3.083545,50.634876
15615,33754,2020-05-05,3.044694,50.629911
15616,33755,2020-04-30,3.054938,50.620489
15617,33756,2020-04-30,3.054938,50.620489
15618,33758,2020-04-30,3.054938,50.620489
15619,33759,2020-04-30,3.054938,50.620489
15620,33770,2020-03-10,3.084658,50.643965
15621,33772,2020-04-16,3.06729,50.633127
15622,33773,2020-05-06,3.051926,50.636845
15623,33776,2020-04-30,3.050722,50.631038
15624,33778,2020-05-05,3.042913,50.62351
15625,33781,2020-04-30,3.059021,50.639003
15626,33785,2020-05-04,3.091592,50.625011
15627,33786,2020-04-30,3.042856,50.622501
15628,33789,2020-05-07,3.052528,50.6244
15629,33837,2020-05-07,3.066733,50.632872
15630,33839,2020-04-23,3.058985,50.639479
15631,33843,2020-05-07,3.087943,50.64909
15632,33844,2020-05-12,3.031688,50.62655
15633,33846,2020-04-30,3.057285,50.637239
15634,33848,2020-05-07,3.05426,50.630913
15635,33850,2020-04-21,3.058255,50.627485
15636,33851,2020-04-20,3.089418,50.633149
15637,33853,2020-04-20,3.089418,50.633149
15638,33856,2020-05-05,3.05649,50.648933
15639,33857,2020-04-22,3.084937,50.638551
15640,33859,2020-05-13,3.075292,50.637407
15641,33860,2020-04-06,3.058234,50.639037
15642,33862,2020-05-06,3.057897,50.629882
15643,33863,2020-04-17,3.062611,50.645065
15644,33877,2020-05-15,3.04898,50.623737
15645,33878,2020-05-07,3.069163,50.63901
15646,33879,2020-05-15,3.054749,50.641012
15647,33881,2020-05-13,3.049255,50.629307
15648,33882,2020-05-13,3.049255,50.629307
15649,33883,2020-05-13,3.049255,50.629307
15650,33884,2020-05-13,3.049255,50.629307
15651,33885,2020-05-13,3.049255,50.629307
15652,33886,2020-05-13,3.049255,50.629307
15653,33888,2020-05-07,3.055111,50.632015
15654,33890,2020-05-13,3.094879,50.631892
15655,33891,2020-05-13,3.094879,50.631892
15656,33892,2020-05-13,3.094879,50.631892
15657,33894,2020-04-29,3.031688,50.62655
15658,33897,2020-05-15,3.083608,50.638995
15659,33899,2020-05-14,3.034853,50.634469
15660,33904,2020-04-30,3.041468,50.626369
15661,33905,2020-05-07,3.089732,50.627043
15662,33906,2020-05-07,3.089732,50.627043
15663,33907,2020-05-07,3.089732,50.627043
15664,33908,2020-05-07,3.089732,50.627043
15665,33912,2020-05-13,,
15666,33914,2020-05-15,3.06079,50.646301
15667,33916,2020-05-05,3.054394,50.634064
15668,33917,2020-05-15,3.067178,50.628156
15669,33918,2020-05-11,3.057624,50.625096
15670,33919,2020-05-14,3.055398,50.624523
15671,33927,2020-04-27,3.075292,50.637407
15672,33928,2020-03-27,3.058892,50.646322
15673,33930,2020-02-28,3.0852,50.652871
15674,33932,2020-04-22,3.055515,50.647329
15675,33933,2020-05-11,3.052858,50.647077
15676,33935,2020-04-24,3.075292,50.637407
15677,33936,2020-05-14,3.059378,50.643648
15678,33937,2020-05-15,3.097949,50.62984
15679,33939,2020-02-24,3.0852,50.652871
15680,33940,2020-05-13,3.04475,50.621677
15681,33941,2020-05-13,3.04475,50.621677
15682,33942,2020-05-13,3.059981,50.640927
15683,33945,2020-05-14,3.04862,50.625386
15684,33947,2020-04-29,3.069551,50.628801
15685,33948,2020-05-14,3.069967,50.62038
15686,33949,2020-04-29,3.030921,50.63427
15687,33994,2020-05-15,3.071537,50.622685
15688,33996,2020-05-15,3.080372,50.621588
15689,33997,2020-04-14,3.056456,50.644478
15690,33998,2020-05-13,3.073496,50.619716
15691,34001,2020-05-18,3.061763,50.628724
15692,34002,2020-05-13,3.053731,50.623716
15693,34005,2020-05-18,3.092144,50.644033
15694,34007,2020-05-12,3.055989,50.631781
15695,34010,2020-04-30,3.073537,50.620595
15696,34013,2020-04-30,3.036102,50.621024
15697,34014,2020-05-14,3.059645,50.638196
15698,34016,2020-04-30,3.069117,50.621073
15699,34022,2020-05-15,3.085727,50.643023
15700,34023,2020-05-05,3.055032,50.64621
15701,34024,2020-05-20,3.070255,50.622789
15702,34026,2020-05-22,3.056904,50.633122
15703,34027,2020-05-20,3.097539,50.622911
15704,34028,2020-05-20,3.097539,50.622911
15705,34029,2020-05-20,3.097539,50.622911
15706,34030,2020-05-13,3.062039,50.629028
15707,34032,2020-05-14,3.029418,50.633208
15708,34033,2020-05-14,3.084658,50.643965
15709,34036,2020-05-18,3.048333,50.630554
15710,34037,2020-04-21,3.04543,50.630351
15711,34038,2020-05-14,3.092144,50.644033
15712,34041,2020-05-05,3.084818,50.648284
15713,34043,2020-05-14,3.063014,50.618744
15714,34057,2020-05-20,3.086519,50.632292
15715,34059,2020-05-20,3.086519,50.632292
15716,34060,2020-05-20,3.086519,50.632292
15717,34061,2020-05-20,3.086519,50.632292
15718,34062,2020-05-20,3.086519,50.632292
15719,34063,2020-05-20,3.086519,50.632292
15720,34065,2020-05-20,3.086519,50.632292
15721,34066,2020-05-20,3.086519,50.632292
15722,34067,2020-05-12,3.056041,50.629477
15723,34071,2020-05-15,3.086766,50.656397
15724,34075,2020-05-12,3.06658,50.622762
15725,34078,2020-05-12,3.06658,50.622762
15726,34079,2020-05-12,3.06658,50.622762
15727,34080,2020-05-12,3.06658,50.622762
15728,34081,2020-05-12,3.06658,50.622762
15729,34082,2020-05-12,3.06658,50.622762
15730,34083,2020-05-12,3.06658,50.622762
15731,34084,2020-05-20,3.068656,50.634908
15732,34086,2020-05-25,3.02693,50.633823
15733,34090,2020-05-19,3.086766,50.656397
15734,34091,2020-05-19,3.088009,50.653388
15735,34102,2020-05-11,3.063867,50.628225
15736,34103,2020-05-15,3.057126,50.631013
15737,34105,2020-05-20,3.087072,50.637955
15738,34106,2020-05-20,3.087072,50.637955
15739,34107,2020-05-20,3.087072,50.637955
15740,34108,2020-05-20,3.087072,50.637955
15741,34110,2020-05-20,3.066733,50.632872
15742,34112,2020-05-19,3.084446,50.651233
15743,34114,2020-05-20,3.042856,50.622501
15744,34118,2020-04-30,3.026616,50.633007
15745,34119,2020-05-19,3.087974,50.64206
15746,34121,2020-05-19,3.087974,50.64206
15747,34122,2020-05-19,3.087974,50.64206
15748,34123,2020-05-19,3.087974,50.64206
15749,34124,2020-05-19,3.087974,50.64206
15750,34125,2020-05-19,3.087974,50.64206
15751,34126,2020-05-19,3.087974,50.64206
15752,34127,2020-05-19,3.087974,50.64206
15753,34128,2020-05-19,3.087974,50.64206
15754,34130,2020-05-20,3.055663,50.634532
15755,34131,2020-03-24,3.054824,50.645918
15756,34132,2020-05-25,3.064735,50.625111
15757,34133,2020-04-30,3.064176,50.638641
15758,34134,2020-04-30,3.064176,50.638641
15759,34135,2020-04-30,3.064176,50.638641
15760,34136,2020-04-30,3.064176,50.638641
15761,34137,2020-04-30,3.064176,50.638641
15762,34138,2020-05-06,3.069172,50.623438
15763,34139,2020-05-13,3.055173,50.632041
15764,34141,2020-05-05,3.052586,50.62806
