,rowid,longitude,latitude
17174,37353,3.058846,50.639122
17175,37354,3.074297,50.619673
17176,37358,3.064158,50.643533
17177,37360,3.027077,50.635941
17178,37362,3.090331,50.632496
17179,37364,3.057066,50.642725
17180,37366,3.087537,50.645717
17181,37369,3.041468,50.626369
17182,37371,3.025651,50.631416
17183,37374,3.068304,50.634343
17184,37376,3.054882,50.629388
17185,37377,3.054882,50.629388
17186,37379,3.051437,50.624527
17187,37380,3.06034,50.646468
17188,37382,3.041468,50.626369
17189,37384,3.084418,50.649584
17190,37387,3.048547,50.624771
17191,37388,3.055884,50.634605
17192,37392,3.070255,50.622789
17193,37396,3.043099,50.634452
17194,37399,3.040595,50.631901
17195,37401,3.058427,50.636144
17196,37402,3.032087,50.635547
17197,37406,3.054719,50.635149
17198,37408,3.058597,50.624498
17199,37409,3.071025,50.622921
17200,37410,3.061414,50.640342
17201,37412,3.104452,50.626641
17202,37413,3.075292,50.637407
17203,37414,3.052709,50.630947
17204,37418,3.045735,50.630201
17205,37426,3.062671,50.627633
17206,37428,3.105723,50.627778
17207,37430,3.054418,50.625284
17208,37431,3.054418,50.625284
17209,37432,3.054418,50.625284
17210,37433,3.054418,50.625284
17211,37434,3.050096,50.627808
17212,37436,3.067954,50.638495
17213,37437,3.05591,50.634454
17214,37438,3.051611,50.632621
17215,37439,3.051611,50.632621
17216,37440,3.051611,50.632621
17217,37441,3.051611,50.632621
17218,37442,3.051611,50.632621
17219,37443,3.051611,50.632621
17220,37449,3.052226,50.621585
17221,37450,3.047526,50.633872
17222,37454,3.080827,50.627905
17223,37456,3.068922,50.636406
17224,37457,3.068922,50.636406
17225,37458,3.068922,50.636406
17226,37459,3.068922,50.636406
17227,37460,3.068922,50.636406
17228,37463,3.046335,50.629546
17229,37464,3.061033,50.624953
17230,37466,3.059649,50.635414
17231,37469,3.085349,50.653191
17232,37473,3.042225,50.629202
17233,37474,3.06498,50.611657
17234,37475,3.03848,50.628056
17235,37476,3.094933,50.631949
17236,37477,3.094933,50.631949
17237,37478,3.094933,50.631949
17238,37479,3.094933,50.631949
17239,37483,3.058116,50.625551
17240,37485,3.033589,50.633816
17241,37487,3.035689,50.62891
17242,37489,3.093868,50.623729
17243,37492,3.070995,50.633053
17244,37494,3.033724,50.624177
17245,37496,3.066108,50.624136
17246,37497,3.032087,50.635547
17247,37498,3.059361,50.63805
17248,37499,3.058992,50.630865
17249,37500,3.087801,50.643645
17250,37502,3.065457,50.624596
17251,37503,3.096666,50.64958
17252,37505,3.058475,50.64228
17253,37506,3.057066,50.642725
17254,37508,3.065752,50.617999
17255,37510,3.042074,50.630968
17256,37512,3.094742,50.649182
17257,37514,3.03669,50.624451
17258,37517,3.073739,50.613124
17259,37522,3.056832,50.648182
17260,37526,3.062998,50.633938
17261,37527,3.031688,50.62655
17262,37529,3.059666,50.648226
17263,37531,3.107379,50.627996
17264,37534,3.093122,50.624536
17265,37535,3.093122,50.624536
17266,37536,3.035194,50.624432
17267,37538,3.051983,50.60339
17268,37540,3.067058,50.632064
17269,37544,3.0435,50.627687
17270,37549,3.053826,50.63886
17271,37550,3.067541,50.632793
17272,37552,3.035632,50.637719
17273,37553,3.058025,50.618049
17274,37556,3.056832,50.648182
17275,37558,3.058628,50.631547
17276,37561,3.057285,50.637239
17277,37562,3.075192,50.63467
17278,37564,3.051225,50.624743
17279,37577,3.06729,50.633127
17280,37580,3.06968,50.631386
17281,37581,3.055515,50.647329
17282,37584,3.045928,50.611773
17283,37585,3.072199,50.618669
17284,37586,3.056764,50.634882
17285,37587,3.057683,50.626406
17286,37589,3.056806,50.636907
17287,37592,3.082046,50.637023
17288,37594,3.053019,50.646106
17289,37595,3.067347,50.636625
17290,37598,3.040028,50.623799
17291,37599,3.055813,50.63534
17292,37600,3.0435,50.627687
17293,37613,3.087455,50.64954
17294,37615,3.04938,50.619217
17295,37617,3.066298,50.633988
17296,37619,3.066298,50.633988
17297,37620,3.066298,50.633988
17298,37622,3.067547,50.622023
17299,37623,3.067547,50.622023
17300,37624,3.067547,50.622023
17301,37626,3.053031,50.633212
17302,37629,3.084879,50.649144
17303,37631,3.032087,50.635547
17304,37632,3.052653,50.626112
17305,37633,3.08003,50.628649
17306,37637,3.054819,50.636276
17307,37638,3.04521,50.612317
17308,37641,3.077826,50.640187
17309,37643,3.06761,50.627558
17310,37645,3.064612,50.633579
17311,37646,3.060534,50.644876
17312,37647,3.064612,50.633579
17313,37649,3.086646,50.633043
17314,37651,3.086646,50.633043
17315,37652,3.086646,50.633043
17316,37653,3.086646,50.633043
17317,37654,3.086646,50.633043
17318,37655,3.086646,50.633043
17319,37656,3.086646,50.633043
17320,37657,3.086646,50.633043
17321,37658,3.05417,50.625796
17322,37660,3.059666,50.648226
17323,37665,3.044762,50.625244
17324,37666,3.03373,50.627021
17325,37668,3.058045,50.631024
17326,37670,3.064222,50.624923
17327,37673,3.064222,50.624923
17328,37681,3.058201,50.631985
17329,37684,3.064222,50.624923
17330,37685,3.049603,50.631812
17331,37687,3.105723,50.627778
17332,37689,3.063567,50.622154
17333,37691,3.053304,50.637532
17334,37692,3.058201,50.631985
17335,37693,3.053131,50.627479
17336,37695,3.048242,50.634447
17337,37696,3.058201,50.631985
17338,37697,3.058201,50.631985
17339,37698,3.053556,50.620669
17340,37699,3.053556,50.620669
17341,37700,3.053556,50.620669
17342,37701,3.053556,50.620669
17343,37702,3.071109,50.62367
17344,37704,3.05836,50.628205
17345,37705,3.056407,50.620181
17346,37708,3.066733,50.632872
17347,37711,3.071482,50.632898
17348,37712,3.04967,50.619112
17349,37713,3.04967,50.619112
17350,37714,3.04967,50.619112
17351,37715,3.04967,50.619112
17352,37716,3.04967,50.619112
17353,37720,3.057201,50.628156
17354,37721,3.061515,50.639754
17355,37724,3.082927,50.644026
17356,37728,3.051767,50.636224
17357,37729,3.041575,50.633319
17358,37730,3.112581,50.628259
17359,37731,3.05504,50.629119
17360,37732,3.061542,50.637832
17361,37733,3.105723,50.627778
17362,37734,3.056862,50.634063
17363,37735,3.070659,50.621966
17364,37738,3.087746,50.63169
17365,37744,3.042858,50.625502
17366,37746,3.055956,50.624603
17367,37747,3.060534,50.644876
17368,37751,3.031886,50.633277
17369,37752,3.052587,50.62897
17370,37754,3.053475,50.62091
17371,37763,3.056837,50.632788
17372,37764,3.056837,50.632788
17373,37765,3.056837,50.632788
17374,37772,3.05716,50.647862
17375,37774,3.080737,50.623479
17376,37775,3.057439,50.624338
17377,37778,3.065385,50.641981
17378,37779,3.059549,50.645009
17379,37780,3.054314,50.620326
17380,37781,3.085349,50.639404
17381,37784,3.071482,50.632898
17382,37785,3.054882,50.629388
17383,37786,3.059666,50.648226
17384,37788,3.032087,50.635547
17385,37789,3.047289,50.627692
17386,37790,3.061582,50.622646
17387,37793,3.045638,50.627424
17388,37794,3.045638,50.627424
17389,37795,3.045638,50.627424
17390,37797,3.045638,50.627424
17391,37800,3.095083,50.632143
17392,37805,3.08846,50.65221
17393,37807,3.051428,50.630122
17394,37808,3.051663,50.624404
17395,37812,3.042074,50.630968
17396,37815,3.042074,50.630968
17397,37816,3.057119,50.624508
17398,37822,3.070104,50.624926
17399,37823,3.0868,50.638206
17400,37824,3.0868,50.638206
17401,37825,3.0868,50.638206
17402,37826,3.0868,50.638206
17403,37829,3.062207,50.621094
17404,37831,3.041877,50.63181
17405,37832,3.069965,50.627835
17406,37834,3.09281,50.632648
17407,37835,3.09281,50.632648
17408,37836,3.09281,50.632648
17409,37838,3.100063,50.633463
17410,37839,3.100063,50.633463
17411,37840,3.100063,50.633463
17412,37841,3.100063,50.633463
17413,37842,3.100063,50.633463
17414,37844,3.05562,50.636005
17415,37846,3.049657,50.623002
17416,37847,3.084262,50.641858
17417,37848,3.056299,50.620788
17418,37849,3.059625,50.626643
17419,37851,3.060619,50.626708
17420,37854,3.060619,50.626708
17421,37863,3.054886,50.619733
17422,37865,3.064863,50.625369
17423,37867,3.060619,50.626708
17424,37868,3.060619,50.626708
17425,37869,3.060619,50.626708
17426,37870,3.060619,50.626708
17427,37871,3.060619,50.626708
17428,37872,3.060619,50.626708
17429,37873,3.056832,50.623412
17430,37874,3.065385,50.641981
17431,37875,3.052587,50.62897
17432,37876,3.060619,50.626708
17433,37879,3.042924,50.633211
17434,37882,3.046517,50.625689
17435,37883,3.053961,50.632703
17436,37886,3.031688,50.62655
17437,37889,3.053864,50.630387
17438,37890,3.04152,50.626882
17439,37892,3.054733,50.645887
17440,37893,3.068411,50.623945
17441,37894,3.068411,50.623945
17442,37898,3.055032,50.64621
17443,37899,3.04252,50.6275
17444,37900,3.051322,50.620339
17445,37901,3.052946,50.637147
17446,37904,3.055515,50.647329
17447,37906,3.058442,50.627851
17448,37908,3.052656,50.620782
17449,37910,3.023791,50.636611
17450,37911,3.023791,50.636611
17451,37912,3.023791,50.636611
17452,37913,3.023791,50.636611
17453,37914,3.060816,50.638601
17454,37916,3.092144,50.644033
17455,37917,3.027899,50.635524
17456,37918,3.030119,50.634396
17457,37919,3.039954,50.625172
17458,37922,3.048413,50.620377
17459,37925,3.06616,50.635534
17460,37926,3.068264,50.634755
17461,37927,3.032087,50.635547
17462,37928,3.061761,50.633291
17463,37931,3.096259,50.634006
17464,37932,3.096259,50.634006
17465,37933,3.096259,50.634006
17466,37934,3.0852,50.652871
17467,37935,3.076912,50.612127
17468,37936,3.058768,50.638417
17469,37940,3.04781,50.607411
17470,37942,3.04781,50.607411
17471,37943,3.04781,50.607411
17472,37944,3.04781,50.607411
17473,37945,3.04781,50.607411
17474,37946,3.04781,50.607411
17475,37947,3.033724,50.624177
17476,37948,3.029352,50.634624
17477,37949,3.057226,50.627493
17478,37950,3.057226,50.627493
17479,37951,3.057226,50.627493
17480,37952,3.057226,50.627493
17481,37954,3.057178,50.627448
17482,37955,3.057178,50.627448
17483,37956,3.062846,50.629177
17484,37959,3.030119,50.634396
17485,37960,3.060534,50.644876
17486,37962,3.097944,50.621558
17487,37963,3.092144,50.644033
17488,37965,3.059402,50.647499
17489,37971,3.071814,50.628908
17490,37973,3.067301,50.622846
17491,37975,3.064555,50.629684
17492,37978,3.034853,50.634469
17493,37980,3.060061,50.620912
17494,37982,3.071025,50.622921
17495,37984,3.051322,50.620339
17496,37986,3.070255,50.622789
17497,37987,3.058234,50.639037
17498,37988,3.113494,50.633345
17499,37990,3.053916,50.639129
17500,37991,3.086354,50.639738
17501,37992,3.086354,50.639738
17502,37993,3.086354,50.639738
17503,37995,3.061905,50.61297
17504,37998,3.04909,50.620019
17505,37999,3.049148,50.620019
17506,38000,3.08104,50.640251
17507,38003,3.063092,50.638258
17508,38004,3.063092,50.638258
17509,38005,3.063092,50.638258
17510,38007,3.073537,50.620595
17511,38012,3.09814,50.632543
17512,38013,3.082927,50.644026
17513,38015,3.084853,50.63791
17514,38017,3.029642,50.632131
17515,38020,3.067058,50.632064
17516,38022,3.063665,50.634674
17517,38028,3.069944,50.628004
17518,38029,3.069944,50.628004
17519,38031,3.059666,50.648226
17520,38032,3.053136,50.633337
17521,38034,3.022841,50.620811
17522,38037,3.0435,50.627687
17523,38038,3.064292,50.626587
17524,38039,3.064292,50.626587
17525,38041,3.064292,50.626587
17526,38044,3.055515,50.647329
17527,38047,3.034343,50.625638
17528,38048,3.043453,50.621839
17529,38049,3.043453,50.621839
17530,38051,3.042543,50.632868
17531,38053,3.072455,50.62367
17532,38054,3.043394,50.634252
17533,38055,3.054866,50.633365
17534,38056,3.073245,50.62038
17535,38057,3.073245,50.62038
17536,38058,3.057858,50.632775
17537,38059,3.053547,50.62706
17538,38060,3.0852,50.652871
17539,38061,3.060295,50.64372
17540,38062,3.061763,50.628724
17541,38063,3.069897,50.627578
17542,38065,3.097897,50.634791
17543,38066,3.097897,50.634791
17544,38067,3.097897,50.634791
17545,38068,3.097897,50.634791
17546,38069,3.097897,50.634791
17547,38071,3.051869,50.644676
17548,38072,3.035461,50.628029
17549,38077,3.059402,50.647499
17550,38080,3.043647,50.62916
17551,38083,3.084658,50.643965
17552,38084,3.061624,50.639019
17553,38086,3.056332,50.623596
17554,38087,3.056332,50.623596
17555,38088,3.056332,50.623596
17556,38089,3.053805,50.630152
17557,38096,3.043872,50.61195
17558,38099,3.042443,50.627052
17559,38101,3.052226,50.621585
17560,38152,3.081967,50.641792
17561,38154,3.080153,50.620828
17562,38156,3.043146,50.626155
17563,38157,3.063146,50.638238
17564,38167,3.0852,50.652871
17565,38169,3.104452,50.626641
17566,38171,3.072547,50.61263
17567,38178,3.073598,50.61684
17568,38179,3.036589,50.627713
17569,38180,3.055444,50.623389
17570,38183,3.063815,50.630892
17571,38184,3.063815,50.630892
17572,38185,3.063815,50.630892
17573,38186,3.063815,50.630892
17574,38187,3.063815,50.630892
17575,38188,3.063815,50.630892
17576,38189,3.063815,50.630892
17577,38190,3.063815,50.630892
17578,38191,3.063815,50.630892
17579,38192,3.063815,50.630892
17580,38194,3.063815,50.630892
17581,38195,3.063815,50.630892
17582,38196,3.063815,50.630892
17583,38197,3.063815,50.630892
17584,38198,3.063815,50.630892
17585,38199,3.063815,50.630892
17586,38200,3.063815,50.630892
17587,38201,3.063815,50.630892
17588,38202,3.063815,50.630892
17589,38205,3.063815,50.630892
17590,38206,3.063815,50.630892
17591,38207,3.063815,50.630892
17592,38208,3.063815,50.630892
17593,38209,3.063815,50.630892
17594,38211,3.063815,50.630892
17595,38212,3.063815,50.630892
17596,38213,3.063815,50.630892
17597,38214,3.063815,50.630892
17598,38215,3.063815,50.630892
17599,38216,3.063815,50.630892
17600,38217,3.063815,50.630892
17601,38218,3.063815,50.630892
17602,38219,3.063815,50.630892
17603,38220,3.063815,50.630892
17604,38221,3.063815,50.630892
17605,38222,3.063815,50.630892
17606,38223,3.063815,50.630892
17607,38224,3.063815,50.630892
17608,38225,3.04454,50.633594
17609,38226,3.063815,50.630892
17610,38227,3.063815,50.630892
17611,38228,3.063815,50.630892
17612,38229,3.063815,50.630892
17613,38230,3.063815,50.630892
17614,38231,3.063815,50.630892
17615,38232,3.063815,50.630892
17616,38233,3.063815,50.630892
17617,38234,3.063815,50.630892
17618,38235,3.063815,50.630892
17619,38236,3.063815,50.630892
17620,38237,3.063815,50.630892
17621,38238,3.063815,50.630892
17622,38239,3.063815,50.630892
17623,38240,3.063815,50.630892
17624,38241,3.063815,50.630892
17625,38242,3.063815,50.630892
17626,38243,3.063815,50.630892
17627,38244,3.063815,50.630892
17628,38248,3.063815,50.630892
17629,38249,3.063815,50.630892
17630,38250,3.063815,50.630892
17631,38251,3.063815,50.630892
17632,38252,3.063815,50.630892
17633,38253,3.063815,50.630892
17634,38254,3.063815,50.630892
17635,38255,3.063815,50.630892
17636,38256,3.063815,50.630892
17637,38257,3.063815,50.630892
17638,38258,3.063815,50.630892
17639,38259,3.063815,50.630892
17640,38260,3.063815,50.630892
17641,38261,3.063815,50.630892
17642,38262,3.063815,50.630892
17643,38263,3.063815,50.630892
17644,38264,3.063815,50.630892
17645,38265,3.063815,50.630892
17646,38266,3.063815,50.630892
17647,38270,3.086943,50.646122
17648,38271,3.063815,50.630892
17649,38273,3.063815,50.630892
17650,38274,3.063815,50.630892
17651,38275,3.063815,50.630892
17652,38276,3.063815,50.630892
17653,38277,3.063815,50.630892
17654,38278,3.063815,50.630892
17655,38279,3.063815,50.630892
17656,38280,3.063815,50.630892
17657,38281,3.063815,50.630892
17658,38282,3.063815,50.630892
17659,38283,3.063815,50.630892
17660,38284,3.063815,50.630892
17661,38285,3.063815,50.630892
17662,38286,3.063815,50.630892
17663,38287,3.063815,50.630892
17664,38288,3.063815,50.630892
17665,38289,3.063815,50.630892
17666,38290,3.063815,50.630892
17667,38291,3.063815,50.630892
17668,38292,3.063815,50.630892
17669,38293,3.063815,50.630892
17670,38294,3.063815,50.630892
17671,38295,3.063815,50.630892
17672,38296,3.063815,50.630892
17673,38297,3.063815,50.630892
17674,38299,3.063815,50.630892
17675,38300,3.063815,50.630892
17676,38301,3.063815,50.630892
17677,38302,3.063815,50.630892
17678,38303,3.063815,50.630892
17679,38304,3.063815,50.630892
17680,38305,3.063815,50.630892
17681,38306,3.063815,50.630892
17682,38307,3.063815,50.630892
17683,38308,3.063815,50.630892
17684,38309,3.063815,50.630892
17685,38310,3.063815,50.630892
17686,38311,3.029629,50.617209
17687,38313,3.110512,50.625533
17688,38314,3.110512,50.625533
17689,38315,3.059645,50.628385
17690,38317,3.067541,50.632793
17691,38319,3.055953,50.643148
17692,38320,3.0852,50.652871
17693,38326,3.0435,50.627687
17694,38328,3.080891,50.628583
17695,38329,3.05239,50.629253
17696,38331,3.053693,50.635803
17697,38334,3.062752,50.628115
17698,38335,3.068121,50.62009
17699,38336,3.057683,50.626406
17700,38337,3.068878,50.620075
17701,38338,3.034511,50.622012
17702,38341,3.057003,50.642288
17703,38342,3.058888,50.625521
17704,38345,3.030331,50.634238
17705,38347,3.058985,50.639479
17706,38348,3.066354,50.642687
17707,38350,3.079977,50.627732
17708,38355,3.033983,50.629022
17709,38357,3.028325,50.634666
17710,38360,3.055051,50.626904
17711,38364,3.060061,50.620912
17712,38365,3.046701,50.628393
17713,38366,3.046701,50.628393
17714,38367,3.046701,50.628393
17715,38369,3.049811,50.630683
17716,38370,3.047464,50.625017
17717,38371,3.071434,50.622953
17718,38375,3.045507,50.625941
17719,38376,3.045507,50.625941
17720,38377,3.045507,50.625941
17721,38378,3.04325,50.622208
17722,38379,3.04325,50.622208
17723,38380,3.04325,50.622208
17724,38386,3.053117,50.623849
17725,38387,3.095699,50.640086
17726,38389,3.058692,50.643364
17727,38390,3.075292,50.637407
17728,38391,3.075292,50.637407
17729,38392,3.029642,50.632131
17730,38394,3.029642,50.632131
17731,38395,3.059549,50.645009
17732,38396,3.092215,50.629501
17733,38398,3.092215,50.629501
17734,38399,3.092215,50.629501
17735,38400,3.092215,50.629501
17736,38404,3.06557,50.63195
17737,38407,3.087876,50.643268
17738,38409,3.056239,50.62836
17739,38414,3.043672,50.624843
17740,38415,3.059073,50.638364
17741,38416,3.051322,50.620339
17742,38417,3.02864,50.632892
17743,38419,3.075292,50.637407
17744,38421,3.061125,50.628372
17745,38422,3.082963,50.640386
17746,38427,3.072547,50.61263
17747,38428,3.071025,50.622921
17748,38430,3.075192,50.63467
17749,38432,3.072863,50.618423
17750,38433,3.072863,50.618423
17751,38434,3.072863,50.618423
17752,38435,3.072863,50.618423
17753,38436,3.066264,50.633258
17754,38439,3.083608,50.638995
17755,38441,3.055376,50.628084
17756,38442,3.05156,50.626755
17757,38445,3.064341,50.635815
17758,38446,3.065109,50.639847
17759,38448,3.041468,50.626369
17760,38449,3.051869,50.644676
17761,38450,3.068074,50.640519
17762,38452,3.051977,50.627341
17763,38453,3.054416,50.622903
17764,38455,3.054416,50.622903
17765,38456,3.054416,50.622903
17766,38459,3.087644,50.642596
17767,38460,3.051294,50.626928
17768,38462,3.053826,50.63886
17769,38465,3.05685,50.6419
17770,38466,3.0515,50.631973
17771,38467,3.039149,50.633862
17772,38470,3.075292,50.637407
17773,38473,3.041695,50.606758
17774,38476,3.066548,50.624176
17775,38477,3.054701,50.624322
17776,38479,3.061088,50.62935
17777,38480,3.046762,50.625028
17778,38481,3.057514,50.626726
17779,38484,3.059402,50.647499
17780,38485,3.041468,50.626369
17781,38490,3.065251,50.636384
17782,38491,3.041606,50.6241
17783,38493,3.045655,50.627169
17784,38496,3.092229,50.629953
17785,38497,3.092229,50.629953
17786,38498,3.092229,50.629953
17787,38499,3.092229,50.629953
17788,38500,3.092229,50.629953
17789,38501,3.092229,50.629953
17790,38502,3.092229,50.629953
17791,38503,3.092229,50.629953
17792,38505,3.086978,50.644885
17793,38506,3.086978,50.644885
17794,38507,3.086978,50.644885
17795,38508,3.086978,50.644885
17796,38510,3.060056,50.62258
17797,38511,3.055989,50.631781
17798,38513,3.058251,50.638687
17799,38516,3.03893,50.622933
17800,38517,3.053019,50.646106
17801,38519,3.0673,50.637063
17802,38520,3.0673,50.637063
17803,38522,3.032087,50.635547
17804,38523,3.058362,50.633376
17805,38524,3.059802,50.645821
17806,38525,3.04006,50.625631
17807,38526,3.053343,50.619831
17808,38527,3.063008,50.638542
17809,38529,3.062272,50.628796
17810,38532,3.055877,50.623207
17811,38535,3.071434,50.622953
17812,38537,3.063815,50.630892
17813,38538,3.055788,50.623208
17814,38539,3.067347,50.636625
17815,38540,3.084658,50.643965
17816,38543,3.043343,50.632301
17817,38546,3.065157,50.634443
17818,38548,3.075292,50.637407
17819,38551,3.086306,50.653744
17820,38553,3.052341,50.620763
17821,38554,3.038536,50.623994
17822,38555,3.085575,50.635707
17823,38558,3.050388,50.63232
17824,38559,3.066917,50.633589
17825,38560,3.067054,50.623823
17826,38561,3.071109,50.62367
17827,38565,3.061448,50.620326
17828,38566,3.061448,50.620326
17829,38567,3.061448,50.620326
17830,38575,3.059766,50.639223
17831,38578,3.04049,50.626754
17832,38579,3.04049,50.626754
17833,38580,3.059766,50.639223
17834,38581,3.043594,50.628627
17835,38582,3.042366,50.621515
17836,38583,3.108643,50.623752
17837,38584,3.108643,50.623752
17838,38585,3.108643,50.623752
17839,38586,3.108643,50.623752
17840,38587,3.108643,50.623752
17841,38588,3.067369,50.627215
17842,38590,3.042433,50.625227
17843,38598,3.063319,50.635666
17844,38599,3.063319,50.635666
17845,38600,3.063319,50.635666
17846,38601,3.059766,50.639223
17847,38602,3.063815,50.630892
17848,38603,3.063815,50.630892
17849,38604,3.060534,50.644876
17850,38606,3.056697,50.626155
17851,38608,3.041664,50.631263
17852,38610,3.056747,50.62929
17853,38611,3.05276,50.63764
17854,38614,3.081436,50.638406
17855,38616,3.027899,50.635524
17856,38620,3.060197,50.623157
17857,38623,3.056635,50.643544
17858,38626,3.044417,50.627348
17859,38629,3.055233,50.625088
17860,38630,3.055233,50.625088
17861,38631,3.055233,50.625088
17862,38636,3.042924,50.633211
17863,38637,3.032087,50.635547
17864,38639,3.067798,50.620284
17865,38640,3.067798,50.620284
17866,38641,3.067798,50.620284
17867,38642,3.041468,50.626369
17868,38643,3.054622,50.639381
17869,38644,3.062752,50.628115
17870,38647,3.053941,50.641416
17871,38648,3.040317,50.631776
17872,38649,3.040317,50.631776
17873,38650,3.040317,50.631776
17874,38651,3.040317,50.631776
17875,38652,3.040317,50.631776
17876,38653,3.040317,50.631776
17877,38654,3.040317,50.631776
17878,38655,3.040317,50.631776
17879,38656,3.056159,50.629895
17880,38659,3.041107,50.623344
17881,38660,3.051331,50.614818
17882,38664,3.022841,50.620811
17883,38665,3.03893,50.622933
17884,38667,3.115018,50.632611
17885,38670,3.041664,50.631263
17886,38671,3.089716,50.652049
17887,38673,3.06683,50.628422
17888,38675,3.067541,50.632793
17889,38676,3.062207,50.621094
17890,38679,3.059666,50.648226
17891,38680,3.069381,50.628556
17892,38683,3.065794,50.63659
17893,38684,3.050066,50.634958
17894,38686,3.034292,50.623769
17895,38688,3.060295,50.64372
17896,38690,3.104452,50.626641
17897,38691,3.060427,50.647121
17898,38694,3.039704,50.62508
17899,38695,3.05901,50.621122
17900,38696,3.022841,50.620811
17901,38698,3.021752,50.63025
17902,38701,3.055357,50.637598
17903,38704,3.068477,50.636905
17904,38708,3.073947,50.621215
17905,38709,3.065172,50.624697
17906,38713,3.067301,50.622846
17907,38715,3.034035,50.622001
17908,38717,3.066507,50.623646
17909,38718,3.055032,50.64621
17910,38721,3.060619,50.626708
17911,38722,3.069117,50.621073
17912,38724,3.069929,50.640659
17913,38725,3.060619,50.626708
17914,38727,3.062057,50.620179
17915,38733,3.055515,50.647329
17916,38738,3.057206,50.646605
17917,38739,3.061534,50.638287
17918,38741,3.105723,50.627778
17919,38743,3.048831,50.632889
17920,38745,3.031981,50.622129
17921,38746,3.064685,50.622458
17922,38748,3.060502,50.633595
17923,38749,3.032087,50.635547
17924,38751,3.046701,50.628393
17925,38752,3.046701,50.628393
17926,38753,3.046701,50.628393
17927,38757,3.112695,50.631737
17928,38759,3.058609,50.64356
17929,38760,3.058609,50.64356
17930,38762,3.079898,50.626939
17931,38763,3.054939,50.623711
17932,38766,3.051861,50.630456
17933,38768,3.02268,50.636792
17934,38769,3.048413,50.620377
17935,38771,3.055111,50.632015
17936,38772,3.057122,50.64516
17937,38773,3.057122,50.64516
17938,38775,3.061941,50.629348
17939,38777,3.061941,50.629348
17940,38778,3.071482,50.632898
17941,38779,3.104452,50.626641
17942,38780,3.034479,50.628834
17943,38784,3.06252,50.633141
17944,38785,3.077999,50.628013
17945,38787,3.090105,50.625748
17946,38790,3.075292,50.637407
17947,38794,3.057828,50.647254
17948,38796,3.087974,50.65292
17949,38801,3.064914,50.641826
17950,38803,3.068477,50.636905
17951,38808,3.104452,50.626641
17952,38810,3.080417,50.64144
17953,38811,3.04823,50.631253
17954,38815,3.072728,50.62152
17955,38816,3.072728,50.62152
17956,38817,3.072728,50.62152
17957,38818,3.072728,50.62152
17958,38819,3.072728,50.62152
17959,38820,3.072728,50.62152
17960,38822,3.063557,50.626353
17961,38831,3.084891,50.6394
17962,38833,3.072728,50.62152
17963,38834,3.072728,50.62152
17964,38835,3.072728,50.62152
17965,38836,3.072728,50.62152
17966,38837,3.072728,50.62152
17967,38838,3.072728,50.62152
17968,38841,3.071504,50.622158
17969,38842,3.055173,50.632041
17970,38843,3.063431,50.619814
17971,38845,3.051313,50.622503
17972,38850,3.100258,50.633216
17973,38851,3.100258,50.633216
17974,38852,3.100258,50.633216
17975,38855,3.100258,50.633216
17976,38856,3.100258,50.633216
17977,38857,3.100258,50.633216
17978,38858,3.100258,50.633216
17979,38859,3.100258,50.633216
17980,38860,3.100258,50.633216
17981,38861,3.100258,50.633216
17982,38862,3.100258,50.633216
17983,38866,3.060986,50.6284
17984,38871,3.053385,50.633333
17985,38872,3.088884,50.627366
17986,38873,3.088884,50.627366
17987,38876,3.032087,50.635547
17988,38877,3.068656,50.634908
17989,38880,3.040214,50.633798
17990,38881,3.056683,50.643396
17991,38882,3.066674,50.61984
17992,38884,3.057672,50.637561
17993,38885,3.057672,50.637561
17994,38888,3.085349,50.653191
17995,38894,3.114648,50.625421
17996,38895,3.114648,50.625421
17997,38897,3.065379,50.638864
17998,38899,3.044187,50.607662
17999,38902,3.044059,50.6305
18000,38903,3.031981,50.622129
18001,38905,3.044694,50.629911
18002,38906,3.071052,50.624118
18003,38907,3.069551,50.628801
18004,38908,3.050009,50.635141
18005,38911,3.067069,50.627246
18006,38912,3.084853,50.63791
18007,38914,3.063815,50.630892
18008,38915,3.063815,50.630892
18009,38916,3.063815,50.630892
18010,38917,3.063815,50.630892
18011,38918,3.063815,50.630892
18012,38919,3.063815,50.630892
18013,38920,3.063815,50.630892
18014,38921,3.063815,50.630892
18015,38922,3.063815,50.630892
18016,38923,3.063815,50.630892
18017,38924,3.063815,50.630892
18018,38925,3.063815,50.630892
18019,38926,3.063815,50.630892
18020,38927,3.063815,50.630892
18021,38928,3.063815,50.630892
18022,38929,3.063815,50.630892
18023,38930,3.063815,50.630892
18024,38931,3.063815,50.630892
18025,38932,3.063815,50.630892
18026,38934,3.03893,50.622933
18027,38935,3.073245,50.62038
18028,38936,3.054562,50.642227
18029,38937,3.063815,50.630892
18030,38938,3.063815,50.630892
18031,38939,3.063815,50.630892
18032,38940,3.063815,50.630892
18033,38941,3.063815,50.630892
18034,38942,3.063815,50.630892
18035,38943,3.063815,50.630892
18036,38944,3.063815,50.630892
18037,38945,3.063815,50.630892
18038,38946,3.063815,50.630892
18039,38947,3.063815,50.630892
18040,38948,3.063815,50.630892
18041,38949,3.063815,50.630892
18042,38950,3.063815,50.630892
18043,38951,3.063815,50.630892
18044,38952,3.063815,50.630892
18045,38954,3.063815,50.630892
18046,38955,3.063815,50.630892
18047,38956,3.063815,50.630892
